error_source,contribution_percent,contribution_absolute,phase,notes
CNOT_errors,3.7656260617603743,0.03765626061760374,,
H_gate_error,0.038,0.00038,,
T1_relaxation,5.917090294492389,0.05917090294492389,,
T2_dephasing,5.359005227054848,0.05359005227054847,,
readout,12.950000000000001,0.1295,,
state_preparation,10.0,0.1,,
leakage,2.0500000000000003,0.0205,,
crosstalk,0.4,0.004,,
total,40.47972158330761,0.4047972158330761,,
