scenario,success_rate,std,degradation,x_basis_qber,detectable
honest,0.896748046875,0.003713615655719278,0.0,0.12947496947496945,N/A
intercept_resend,0.74649169921875,0.17582926422498577,0.15025634765624996,0.4945054945054945,True
entangle_measure,0.89644775390625,0.003388567216559706,0.00030029296875000444,0.4853479853479854,True
